icao24,origin_country,velocity,on_ground
3c5ef2,Germany,204.32,False
440219,Austria,222.87,False
505ddc,Slovakia,63.56,False
c0220d,Canada,212.97,False
a5823e,United States,146.19,False
46b831,Greece,234.88,False
46b832,Greece,165.15,False
3ffc4f,Germany,46.71,False
505df4,Slovakia,57.89,False
46b830,Greece,228.18,False
44020a,Austria,250.61,False
4cc2ad,Iceland,232.83,False
a88ba7,United States,83.77,False
440209,Austria,238.75,False
a114f4,United States,3.86,True
a6189c,United States,282.18,False
8851e1,Thailand,237.6,False
46b824,Greece,219.42,False
46b825,Greece,224.51,False
46b828,Greece,228.26,False
46b826,Greece,226.56,False
aa099e,United States,3.34,True
440237,Austria,231.72,False
3d380f,Germany,63.53,False
867fac,Japan,282.09,False
ab1628,United States,235.36,False
44022d,Austria,0.0,True
44022b,Austria,166.54,False
47880f,Norway,256.87,False
3ffc55,Germany,26.69,False
ab162b,United States,0.0,True
a8320e,United States,195.7,False
44021f,Austria,49.11,False
aa931d,United States,235.97,False
44021a,Austria,267.77,False
8014a4,India,193.03,False
aa07f9,United States,225.61,False
3ffbb2,Germany,57.18,False
a3ed69,United States,145.59,False
4aca9a,Sweden,256.74,False
e49ec9,Brazil,235.26,False
885221,Thailand,246.49,False
343194,Spain,226.91,False
3ffbae,Germany,25.21,False
c0481b,Canada,216.09,False
a63a11,United States,65.29,False
e0b215,Argentina,263.32,False
7c1c45,Australia,89.91,False
a00929,United States,213.53,False
4aca82,Sweden,1.54,True
393322,France,241.88,False
a3a4ed,United States,222.93,False
4aca84,Sweden,204.5,False
4aca83,Sweden,236.51,False
4aca86,Sweden,231.96,False
ad67bf,United States,44.76,False
4aca88,Sweden,223.7,False
4aca87,Sweden,225.33,False
a64d4d,United States,199.43,False
4aca89,Sweden,254.41,False
accd18,United States,194.37,False
a091f3,United States,198.32,False
e07585,Argentina,217.39,False
e07583,Argentina,220.14,False
a0e1c6,United States,206.51,False
4b0fa5,Switzerland,53.15,False
4aca93,Sweden,236.58,False
4aca94,Sweden,253.14,False
a2cd44,United States,41.16,False
ad67ae,United States,208.57,False
4aca98,Sweden,250.15,False
3d1289,Germany,30.82,False
84d28e,Japan,217.48,False
4aca8a,Sweden,258.82,False
4aca8d,Sweden,211.91,False
4aca8c,Sweden,238.72,False
ac47de,United States,10.29,True
4aca8e,Sweden,241.88,False
344498,Spain,224.61,False
8014e4,India,244.38,False
aa3d03,United States,62.9,False
a0093e,United States,122.05,False
8014dc,India,229.71,False
8014da,India,204.07,False
3c5eee,Germany,230.66,False
4400f3,Austria,70.63,False
344481,Spain,232.23,False
8014f8,India,12.86,True
8a0458,Indonesia,232.83,False
4400eb,Austria,221.19,False
471f9e,Hungary,229.92,False
8014c0,India,7.72,True
8014c1,India,224.36,False
343141,Spain,236.72,False
8014af,India,101.46,False
a40d7a,United States,236.48,False
471f6f,Hungary,88.08,False
e0b286,Argentina,239.71,False
c04829,Canada,82.21,False
8014bc,India,221.33,False
a3b7f4,United States,246.99,False
8014bd,India,224.34,False
a00938,United States,104.89,False
471f6e,Hungary,233.13,False
a39d95,United States,209.9,False
abad6c,United States,199.01,False
8014d0,India,236.18,False
34444b,Spain,216.67,False
39469b,France,23.21,False
8014ce,India,215.58,False
471f7a,Hungary,214.61,False
344459,Spain,205.96,False
8014d9,India,146.57,False
7c70a4,Australia,64.82,False
4a2021,Romania,245.67,False
471f69,Hungary,200.68,False
471f66,Hungary,223.55,False
471f67,Hungary,120.28,False
471f65,Hungary,80.6,False
471f62,Hungary,235.99,False
471f63,Hungary,191.47,False
a4b1fe,United States,96.43,False
a99a3d,United States,183.33,False
7809a6,China,235.08,False
a2493c,United States,70.03,False
344449,Spain,250.79,False
8a03a5,Indonesia,257.42,False
344445,Spain,198.66,False
471f77,Hungary,182.24,False
471f78,Hungary,213.57,False
471f75,Hungary,154.83,False
471f73,Hungary,219.3,False
4786e1,Norway,39.63,False
a35605,United States,203.73,False
4400b7,Austria,216.07,False
471f5c,Hungary,63.57,False
4bb64b,Turkey,246.06,False
4400e3,Austria,219.48,False
a9ea08,United States,77.07,False
471f41,Hungary,36.01,True
4400dc,Austria,145.6,False
8014fd,India,230.86,False
e48c4c,Brazil,104.87,False
3ffbfe,Germany,40.93,False
5003b8,San Marino,7.31,False
471f54,Hungary,215.22,False
4786c5,Norway,125.63,False
34440b,Spain,229.04,False
469c30,Greece,48.97,False
344417,Spain,250.85,False
a3696e,United States,227.36,False
ad426b,United States,34.51,False
344409,Spain,209.26,False
801600,India,240.89,False
7809e4,China,250.42,False
471f35,Hungary,162.44,False
a40ca4,United States,186.8,False
471f37,Hungary,238.51,False
a9b4a4,United States,182.4,False
3e325f,Germany,251.35,False
471f02,Hungary,213.55,False
471f00,Hungary,215.23,False
471f05,Hungary,100.91,False
3ffbd1,Germany,23.98,False
46c9a1,Greece,84.16,False
a08021,United States,197.47,False
885283,Thailand,221.83,False
0d121d,Mexico,222.57,False
ac47b7,United States,74.97,False
885281,Thailand,261.55,False
7809fd,China,190.56,False
4ba346,Turkey,71.81,False
0d1233,Mexico,252.59,False
3ffbd7,Germany,71.43,False
c07e2c,Canada,0.0,True
ab4aa9,United States,61.64,False
80174b,India,92.09,False
801759,India,235.78,False
3d22bb,Germany,68.19,False
e48c04,Brazil,225.82,False
ac2412,United States,4.89,True
407b54,United Kingdom,219.64,False
4cc277,Iceland,224.18,False
80175e,India,1.29,True
a3567a,United States,240.58,False
801772,India,89.73,False
c07e32,Canada,261.59,False
c07e33,Canada,0.0,True
801775,India,268.7,False
a59682,United States,39.62,False
80172c,India,155.07,False
e49f12,Brazil,66.43,False
a47656,United States,190.58,False
4032b3,United Kingdom,49.27,False
801745,India,132.26,False
a71337,United States,149.22,False
ac2439,United States,197.31,False
4402a3,Austria,239.96,False
80173c,India,234.71,False
ad9db8,United States,185.72,False
801748,India,4.12,True
801746,India,219.46,False
a7130c,United States,89.8,False
8852e4,Thailand,232.98,False
a46310,United States,225.42,False
a1acdb,United States,0.0,True
a76cc0,United States,6.69,True
801754,India,5.66,True
47a039,Norway,215.47,False
a2101f,United States,52.48,False
80173e,India,5.66,True
a3ffd6,United States,158.64,False
e0b0c5,Argentina,223.3,False
ac377b,United States,0.51,True
a2107b,United States,213.89,False
407b8f,United Kingdom,249.33,False
3c4b29,Germany,256.87,False
e48c2f,Brazil,235.72,False
3c4b2d,Germany,176.0,False
3430cd,Spain,149.54,False
e4a6af,Brazil,48.19,False
a3a647,United States,214.81,False
80179b,India,226.19,False
801784,India,168.72,False
801783,India,237.0,False
4cc279,Iceland,229.99,False
505e05,Slovakia,26.56,False
3d22a0,Germany,60.04,False
80044a,India,229.58,False
a3fffc,United States,207.65,False
801793,India,89.0,False
800463,India,234.09,False
801799,India,200.15,False
801798,India,156.45,False
a3a65f,United States,193.79,False
3443cc,Spain,16.46,False
3c4b4e,Germany,203.94,False
801792,India,8.23,True
0ac3f4,Colombia,0.0,False
c02387,Canada,46.24,False
a27e2d,United States,80.3,False
addb47,United States,180.78,False
3443d2,Spain,255.09,False
3443d3,Spain,201.16,False
506fb6,Slovenia,84.09,False
a235b7,United States,0.0,True
3d3715,Germany,47.21,False
c01049,Canada,163.74,False
3c5db0,Germany,66.38,False
a14b1a,United States,177.53,False
a3ee0b,United States,157.71,False
402080,United Kingdom,44.54,False
4aca04,Sweden,221.05,False
4aca05,Sweden,250.83,False
4aca08,Sweden,226.48,False
4aca07,Sweden,232.03,False
4aca09,Sweden,193.39,False
4aca13,Sweden,212.04,False
4aca12,Sweden,218.56,False
4aca15,Sweden,251.23,False
4aca14,Sweden,193.34,False
e0b198,Argentina,132.03,False
4aca0b,Sweden,210.34,False
4aca0c,Sweden,257.78,False
4bb4f4,Turkey,162.75,False
8016a2,India,137.91,False
a7000a,United States,207.17,False
a84663,United States,192.86,False
4aca63,Sweden,230.85,False
a39e62,United States,173.1,False
4aca67,Sweden,211.04,False
440331,Austria,83.18,False
a7133f,United States,171.45,False
a88cbf,United States,215.02,False
407b17,United Kingdom,42.25,False
8016a6,India,197.7,False
8016a7,India,214.41,False
a222b2,United States,195.11,False
4aca70,Sweden,181.02,False
4aca73,Sweden,235.71,False
a6f326,United States,89.76,False
4aca75,Sweden,265.71,False
ac370b,United States,199.2,False
4aca74,Sweden,204.89,False
4aca79,Sweden,214.81,False
4aca78,Sweden,252.34,False
76b865,Singapore,244.09,False
a89fda,United States,208.48,False
4aca6c,Sweden,217.88,False
a7cfe3,United States,235.88,False
471fa9,Hungary,229.39,False
4aca45,Sweden,217.63,False
471fa4,Hungary,241.04,False
500351,San Marino,197.7,False
471fa7,Hungary,221.36,False
471fa5,Hungary,231.36,False
4045a3,United Kingdom,41.18,False
3d3708,Germany,55.58,False
44034b,Austria,75.49,False
aa944a,United States,0.0,True
76b86c,Singapore,87.14,False
aa2abc,United States,217.66,False
4aca50,Sweden,211.17,False
4aca53,Sweden,249.23,False
a0f5e7,United States,199.76,False
4aca4a,Sweden,228.81,False
8015c0,India,69.31,False
a3a5ec,United States,199.73,False
ac7e1c,United States,214.45,False
8015c7,India,229.3,False
abae2c,United States,220.4,False
a462ad,United States,61.73,False
8015ce,India,73.07,False
ab4b34,United States,141.79,False
402000,United Kingdom,43.26,False
ad68f0,United States,266.22,False
3d115b,Germany,44.39,False
a26b4a,United States,238.01,False
781a60,China,19.87,False
e0b111,Argentina,205.39,False
8015ab,India,93.64,False
5002fe,San Marino,122.09,False
ac7e60,United States,71.36,False
a88e39,United States,0.51,True
885310,Thailand,132.09,False
c06a9b,Canada,3.86,True
8015fc,India,248.81,False
e0b147,Argentina,120.05,False
885307,Thailand,159.42,False
abae62,United States,213.81,False
a0f70c,United States,205.7,False
a8339a,United States,89.89,False
acce3f,United States,262.97,False
a5c09d,United States,203.56,False
e49de2,Brazil,134.67,False
a3a5d9,United States,198.29,False
3c4ad9,Germany,112.86,False
3c4ad7,Germany,242.17,False
a2bb89,United States,202.89,False
781a96,China,222.26,False
a52e50,United States,214.77,False
a52e54,United States,203.74,False
8015db,India,147.67,False
8015da,India,218.88,False
0180a0,Libyan Arab Jamahiriya,245.54,False
8015f7,India,268.09,False
3c4ada,Germany,231.71,False
88530c,Thailand,86.65,False
88530e,Thailand,218.05,False
ad8b48,United States,51.78,False
8015ee,India,150.69,False
a38b84,United States,191.43,False
e48b64,Brazil,194.87,False
e48b66,Brazil,76.82,False
a0f73c,United States,247.62,False
4bc854,Turkey,220.17,False
4bc855,Turkey,234.22,False
4bc853,Turkey,211.58,False
4401da,Austria,260.34,False
c06a76,Canada,220.26,False
4401e9,Austria,226.83,False
4bc84f,Turkey,176.05,False
4bc84d,Turkey,237.0,False
4401e4,Austria,2.57,True
4bc85a,Turkey,216.07,False
4401d1,Austria,11.83,True
a0e431,United States,194.62,False
0d111b,Mexico,256.34,False
34454a,Spain,241.61,False
a99b83,United States,213.17,False
344557,Spain,257.05,False
a4c703,United States,227.59,False
ada699,United States,0.9,True
3ffaf3,Germany,57.31,False
0d1142,Mexico,97.1,False
4401fa,Austria,221.65,False
3ffada,Germany,36.54,False
4bc849,Turkey,188.37,False
ad4390,United States,189.98,False
4bc847,Turkey,144.42,False
4bc846,Turkey,229.21,False
4bc842,Turkey,228.03,False
4bc850,Turkey,2.31,True
ac1076,United States,248.79,False
0d1158,Mexico,229.23,False
a35701,United States,186.94,False
841b6a,Japan,273.27,False
a0f735,United States,182.44,False
4401f7,Austria,247.6,False
4bc88c,Turkey,6.43,True
4bc88d,Turkey,239.18,False
4bc88a,Turkey,232.14,False
505e66,Slovakia,37.51,False
a1f116,United States,216.47,False
87339a,Japan,286.14,False
a21127,United States,206.74,False
a965d6,United States,43.95,False
4bc899,Turkey,225.01,False
4787b3,Norway,214.5,False
ad438d,United States,246.7,False
a8de56,United States,239.5,False
801723,India,93.12,False
a51b93,United States,203.24,False
4401a7,Austria,65.63,False
8518ae,Japan,124.09,False
ad3067,United States,215.36,False
4bc88e,Turkey,227.2,False
4bc88f,Turkey,231.37,False
8518d0,Japan,218.35,False
3ffacf,Germany,41.11,False
a39dca,United States,224.63,False
a8cb1a,United States,54.5,False
801733,India,237.54,False
a6f2b7,United States,237.99,False
ac7e15,United States,205.68,False
4bc884,Turkey,76.16,False
a8de33,United States,199.65,False
a7ab3e,United States,51.02,False
4bc882,Turkey,99.86,False
344501,Spain,226.27,False
aa92c2,United States,211.32,False
3cf194,Germany,193.96,False
c034dd,Canada,0.0,True
ac48d3,United States,165.66,False
a75b65,United States,135.71,False
a3572c,United States,256.16,False
4bc889,Turkey,233.27,False
4787a0,Norway,254.1,False
4bc887,Turkey,232.88,False
4bc885,Turkey,65.29,False
4bc886,Turkey,4.89,True
4bc894,Turkey,238.08,False
ab15c1,United States,228.74,False
4bc895,Turkey,236.42,False
4bc893,Turkey,211.54,False
4bc890,Turkey,238.01,False
3ffab4,Germany,27.27,False
a845f4,United States,199.34,False
a99b0a,United States,77.86,False
ab15c2,United States,231.34,False
44008f,Austria,219.17,False
73806d,Israel,222.67,False
a98909,United States,232.6,False
a2efec,United States,0.0,True
a30ffd,United States,236.85,False
3d34db,Germany,48.44,False
801883,India,197.34,False
3c01c3,Germany,183.78,False
80053f,India,221.58,False
80187c,India,263.39,False
440096,Austria,200.49,False
c0208a,Canada,228.19,False
a3fcd6,United States,227.0,False
738061,Israel,223.82,False
738060,Israel,206.77,False
801862,India,239.72,False
a00694,United States,139.03,False
738062,Israel,159.02,False
738068,Israel,220.09,False
80184e,India,216.63,False
4b0f03,Switzerland,3.86,True
73805c,Israel,211.75,False
ab2760,United States,174.06,False
44009e,Austria,214.48,False
a49946,United States,88.06,False
738073,Israel,248.44,False
80185f,India,220.34,False
a2597f,United States,5.14,True
80057b,India,191.01,False
3c4a13,Germany,0.0,True
440057,Austria,205.34,False
3c4a11,Germany,250.84,False
7c6179,Australia,73.57,False
440065,Austria,229.89,False
3c4a04,Germany,229.26,False
aaf42b,United States,56.32,False
440062,Austria,203.69,False
aa0701,United States,197.72,False
452037,Bulgaria,220.89,False
abaaa8,United States,204.83,False
440053,Austria,230.25,False
3c4a15,Germany,248.54,False
738059,Israel,218.0,False
452023,Bulgaria,185.46,False
e48b00,Brazil,69.34,False
e48b01,Brazil,260.3,False
a3534a,United States,5.66,True
3453c1,Spain,124.23,False
484fdf,Kingdom of the Netherlands,237.82,False
3453c3,Spain,206.06,False
3d34be,Germany,32.96,False
440080,Austria,226.15,False
478648,Norway,52.08,False
440075,Austria,218.63,False
ab013c,United States,192.97,False
440072,Austria,227.67,False
70209e,Bangladesh,236.96,False
e4a664,Brazil,80.91,False
a7ccce,United States,164.83,False
440019,Austria,129.06,False
440017,Austria,37.13,False
440015,Austria,38.35,False
440014,Austria,57.53,False
a4c382,United States,94.33,False
adc8ee,United States,150.36,False
ad52c2,United States,100.95,False
440020,Austria,227.13,False
3d3604,Germany,50.91,False
a9c631,United States,208.34,False
40438d,United Kingdom,48.24,False
a59398,United States,259.43,False
accb22,United States,0.0,True
a5d02e,United States,67.85,False
ac32cf,United States,2.83,True
3ffa75,Germany,51.17,False
440039,Austria,208.58,False
440037,Austria,67.35,False
440036,Austria,205.99,False
a4b065,United States,270.81,False
a04e24,United States,80.36,False
e49cdb,Brazil,177.73,False
aa9136,United States,261.52,False
440031,Austria,71.77,False
a47364,United States,217.19,False
3d3616,Germany,57.18,False
44001f,Austria,227.17,False
a138b8,United States,96.98,False
44001c,Austria,205.26,False
44001b,Austria,219.03,False
3ffa28,Germany,34.57,False
abab90,United States,238.71,False
a4d65c,United States,120.88,False
4b50c4,Switzerland,0.0,False
ac7b8a,United States,201.34,False
500205,San Marino,239.57,False
8840fa,Thailand,179.29,False
8960f1,United Arab Emirates,145.27,False
500213,San Marino,214.64,False
a97626,United States,168.82,False
45a943,Denmark,109.78,False
8840f8,Thailand,244.94,False
8004a7,India,157.05,False
a03b67,United States,4.37,True
8017a2,India,213.0,False
344195,Spain,208.97,False
8017a0,India,250.99,False
a8b926,United States,182.65,False
50020a,San Marino,140.83,False
e4a678,Brazil,0.0,True
a9fa9e,United States,162.97,False
ab2729,United States,124.25,False
5001d3,San Marino,231.95,False
8016e0,India,241.74,False
a232d0,United States,62.35,False
a52b19,United States,203.1,False
a2cb33,United States,174.76,False
89611a,United Arab Emirates,94.67,False
5001d4,San Marino,155.89,False
a39b39,United States,195.52,False
8016df,India,275.41,False
48e1a4,Poland,37.55,False
781b5b,China,223.64,False
405636,United Kingdom,62.93,False
405631,United Kingdom,238.92,False
a2cb12,United States,245.19,False
4891b2,Poland,0.0,True
781b5c,China,216.23,False
8016af,India,4.89,False
a28e5b,United States,209.38,False
4891ad,Poland,220.4,False
8016bc,India,0.0,True
8016ba,India,238.88,False
a125f9,United States,5.4,True
4891b9,Poland,79.22,False
8016d2,India,236.74,False
8016d6,India,258.44,False
8016d3,India,202.93,False
896119,United Arab Emirates,270.72,False
5001dc,San Marino,225.48,False
5001db,San Marino,222.74,False
3d2372,Germany,49.85,False
8016cc,India,204.17,False
4891a6,Poland,205.66,False
3ffa9b,Germany,52.93,False
ab5b1d,United States,48.94,False
471d62,Hungary,66.44,False
471d61,Hungary,240.91,False
471d64,Hungary,157.58,False
471d65,Hungary,231.21,False
a41e94,United States,196.76,False
682308,Mongolia,71.95,False
c1ea42,Canada,0.06,True
84715c,Japan,258.35,False
ac7b1b,United States,189.22,False
a12709,United States,172.63,False
39447c,France,26.4,False
471d5a,Hungary,247.65,False
471d5b,Hungary,238.34,False
abbe4a,United States,200.38,False
e4a605,Brazil,130.19,False
34554d,Spain,49.01,False
506fa1,Slovenia,47.82,False
a41e74,United States,200.8,False
8003e2,India,262.27,False
8003e3,India,245.94,False
c07a7c,Canada,98.72,False
40697b,United Kingdom,238.57,False
40431b,United Kingdom,39.51,False
344217,Spain,89.65,False
3ffa93,Germany,1.85,False
345543,Spain,201.04,False
c1ea38,Canada,5.4,True
c1ea06,Canada,3.34,True
a8a5cf,United States,64.85,False
a12735,United States,177.84,False
abbce5,United States,210.82,False
a9c5c5,United States,198.39,False
ac8cf1,United States,263.79,False
801800,India,207.81,False
c1ea03,Canada,8.75,True
adc95d,United States,206.26,False
c1ea02,Canada,5.4,True
a24720,United States,267.24,False
ac468d,United States,142.56,False
a12711,United States,193.53,False
738102,Israel,235.62,False
738103,Israel,233.56,False
a88b5a,United States,246.89,False
a1270a,United States,227.61,False
a1270b,United States,196.74,False
80182a,India,192.75,False
405612,United Kingdom,37.78,False
801839,India,232.08,False
781b13,China,272.89,False
896173,United Arab Emirates,234.72,False
a4c2ad,United States,52.9,True
a04dfa,United States,229.65,False
aa05e7,United States,11.83,True
a48713,United States,174.31,False
a748f8,United States,132.58,False
a1010c,United States,123.82,False
896185,United Arab Emirates,235.07,False
ab38a1,United States,7.46,True
896182,United Arab Emirates,241.76,False
c044bc,Canada,106.58,False
a12753,United States,204.25,False
c07a0f,Canada,122.07,False
c07a0c,Canada,243.1,False
a1bda0,United States,225.84,False
40690a,United Kingdom,232.16,False
a6ae5a,United States,115.45,False
40690d,United Kingdom,146.32,False
ac2082,United States,141.03,False
40690c,United Kingdom,199.81,False
801822,India,250.06,False
80180c,India,5.92,True
a11420,United States,174.4,False
a842a9,United States,116.68,False
ab38aa,United States,234.9,False
5001a1,San Marino,130.31,False
a1141a,United States,71.29,False
406909,United Kingdom,88.54,False
781b48,China,141.87,False
a868f7,United States,142.65,False
ab2854,United States,242.93,False
3d33bb,Germany,30.05,False
a1279f,United States,48.12,False
48d129,Poland,59.18,False
ac4843,United States,8.23,True
39dd42,France,147.09,False
a12797,United States,268.52,False
a12798,United States,241.38,False
a12799,United States,251.73,False
a1277b,United States,204.44,False
a1aaae,United States,210.92,False
a0f44c,United States,144.76,False
70a9f1,Nepal,110.27,False
c059df,Canada,210.79,False
ac486a,United States,6.43,True
45214b,Bulgaria,240.74,False
e49d28,Brazil,67.2,False
44015a,Austria,241.12,False
440169,Austria,0.0,False
45213e,Bulgaria,220.68,False
a7bb77,United States,211.68,False
e49d49,Brazil,52.57,False
440165,Austria,47.43,False
47878c,Norway,208.16,False
440175,Austria,242.94,False
440172,Austria,126.64,False
47878d,Norway,226.12,False
e071cb,Argentina,0.9,True
440170,Austria,200.96,False
452186,Bulgaria,246.41,False
4030ac,United Kingdom,34.42,False
70a9b1,Nepal,120.53,False
e49d06,Brazil,57.76,False
47875a,Norway,225.48,False
ac8efa,United States,195.02,False
44017c,Austria,130.95,False
e49d21,Brazil,219.22,False
a3411f,United States,0.06,True
452166,Bulgaria,61.74,False
471dbd,Hungary,238.94,False
471dbc,Hungary,224.14,False
47873a,Norway,105.45,False
471dba,Hungary,222.04,False
440141,Austria,198.66,False
aae0d5,United States,108.72,False
a28f12,United States,190.53,False
a8a785,United States,210.94,False
a34199,United States,259.52,False
440128,Austria,217.7,False
e4a539,Brazil,127.77,False
8a0537,Indonesia,256.0,False
a126c3,United States,219.66,False
e49be1,Brazil,85.9,False
ac20e7,United States,71.31,True
a509b0,United States,60.23,False
a3c9c5,United States,205.68,False
40448a,United Kingdom,49.7,False
ad53fd,United States,80.47,False
a15c01,United States,145.23,False
45211b,Bulgaria,223.62,False
471db7,Hungary,162.64,False
a3549d,United States,246.66,False
471db4,Hungary,250.71,False
471db5,Hungary,237.94,False
471db8,Hungary,193.95,False
471db9,Hungary,234.43,False
471db3,Hungary,152.3,False
4bb2b0,Turkey,219.65,False
a126ec,United States,231.23,False
a1ac1a,United States,278.99,False
a246cb,United States,209.99,False
4bb2ab,Turkey,204.07,False
506dc6,Slovenia,37.83,False
84d622,Japan,218.49,False
300a3a,Italy,233.02,False
a1ac0c,United States,195.19,False
a1bf3a,United States,194.93,False
a52af2,United States,38.12,False
a97754,United States,3.86,True
300a4d,Italy,48.88,False
300a4c,Italy,42.46,False
781ab7,China,166.57,False
7020bc,Bangladesh,61.32,False
7020c2,Bangladesh,5.92,True
ab282b,United States,8.75,True
a126de,United States,57.44,False
a83108,United States,0.0,True
846021,Japan,37.04,True
a126e7,United States,218.66,False
a126e8,United States,202.78,False
4bb2a9,Turkey,230.33,False
a7cf10,United States,226.91,False
405773,United Kingdom,46.78,False
a869bc,United States,268.83,False
a41f6c,United States,216.17,False
a77f2d,United States,201.78,False
ab5c12,United States,290.82,False
383891,France,32.54,False
a41f72,United States,194.32,False
a233e7,United States,191.08,False
a53f5b,United States,237.15,False
4bb1e6,Turkey,235.17,False
4bb1e7,Turkey,248.65,False
a0e0cc,United States,197.56,False
505c54,Slovakia,34.02,False
a353c8,United States,205.49,False
a353c6,United States,177.38,False
e07211,Argentina,257.12,False
8004df,India,0.77,True
a2cc2b,United States,187.99,False
4bb1e8,Turkey,139.25,False
4bb1b4,Turkey,228.07,False
a4c3c3,United States,68.83,False
a486be,United States,212.31,False
a736d9,United States,215.57,False
4892c0,Poland,225.02,False
a15c80,United States,236.52,False
ac33a3,United States,146.1,False
8004af,India,258.56,False
a3ec79,United States,83.75,False
4892c8,Poland,203.93,False
ad79eb,United States,158.98,False
345698,Spain,214.75,False
e07246,Argentina,269.43,False
89620a,United Arab Emirates,202.58,False
345691,Spain,196.05,False
8a0576,Indonesia,212.04,False
847294,Japan,0.39,True
a1280a,United States,0.0,True
884206,Thailand,177.37,False
345686,Spain,225.43,False
7380c0,Israel,250.26,False
7380c9,Israel,245.48,False
7380c7,Israel,153.34,False
abac48,United States,202.73,False
7380cc,Israel,237.2,False
ad9ac9,United States,224.85,False
e49c59,Brazil,236.75,False
a7bc58,United States,186.98,False
ab1496,United States,215.34,False
840a64,Japan,293.78,False
ab148b,United States,225.49,False
8a04ae,Indonesia,197.55,False
a8dc4b,United States,250.67,False
4785c0,Norway,191.25,False
ac3477,United States,203.75,False
ab148e,United States,260.34,False
345646,Spain,222.77,False
acdde3,United States,8.23,True
345642,Spain,254.95,False
345645,Spain,199.67,False
471e26,Hungary,218.37,False
aa90c2,United States,230.21,False
abaadd,United States,131.9,False
344307,Spain,144.07,False
